q,a,E1,E2,f,N,h1
0.59,146.9397057,3500,267,0.93,33666666,69.88162882
0.59,146.9397057,3500,267,0.93,50000000,85.17673093
0.59,146.9397057,3500,78,1,1000000,80.57263832
0.59,146.9397057,3500,267,1,17333333,37.55666917
0.59,146.9397057,3500,267,1,33666666,64.9899148
0.59,146.9397057,3500,267,1,50000000,79.21435976
0.59,146.9397057,3500,85,0.8,1000000,91.97903121
0.59,146.9397057,3500,85,0.8,17333333,212.1223345
0.59,146.9397057,3500,85,0.8,33666666,252.1090553
0.59,146.9397057,3500,85,0.8,50000000,278.9902019
0.59,146.9397057,3500,85,0.87,1000000,84.57841951
0.59,146.9397057,3500,85,0.87,17333333,195.0550202
0.59,146.9397057,3500,85,0.87,33666666,231.8244187
0.59,146.9397057,3500,85,0.87,50000000,256.5427143
0.59,146.9397057,3500,85,0.93,1000000,79.12174728
0.59,146.9397057,3500,85,0.93,17333333,182.4708254
0.59,146.9397057,3500,85,0.93,33666666,216.8680046
0.59,146.9397057,3500,85,0.93,50000000,239.9915715
0.59,146.9397057,3500,85,1,1000000,73.58322497
0.59,146.9397057,3500,85,1,17333333,169.6978676
0.59,146.9397057,3500,85,1,33666666,201.6872442
0.59,146.9397057,3500,85,1,50000000,223.1921615
0.69,135.8753345,1500,23,0.8,1000000,345.2669148
0.69,135.8753345,1500,23,0.8,17333333,696.9844216
0.69,135.8753345,1500,23,0.8,33666666,819.9551194
0.69,135.8753345,1500,23,0.8,50000000,903.2202623
0.69,135.8753345,1500,23,0.87,1000000,317.4868182
0.69,135.8753345,1500,23,0.87,17333333,640.9052152
0.69,135.8753345,1500,23,0.87,33666666,753.9817189
0.69,135.8753345,1500,23,0.87,50000000,830.5473676
0.69,135.8753345,1500,23,0.93,1000000,297.0037977
0.69,135.8753345,1500,23,0.93,17333333,599.5564917
0.69,135.8753345,1500,23,0.93,33666666,705.3377371
0.69,135.8753345,1500,23,0.93,50000000,776.9636665
0.69,135.8753345,1500,23,1,1000000,276.2135319
0.69,135.8753345,1500,23,1,17333333,557.5875373
0.69,135.8753345,1500,23,1,33666666,655.9640955
0.69,135.8753345,1500,23,1,50000000,722.5762098
0.69,135.8753345,1500,145,0.8,1000000,45.15301144
0.69,135.8753345,1500,145,0.8,17333333,184.9449148
0.69,135.8753345,1500,145,0.8,33666666,224.1714123
0.69,135.8753345,1500,145,0.8,50000000,250.172443
0.69,135.8753345,1500,145,0.87,1000000,41.52001052
0.69,135.8753345,1500,145,0.87,17333333,170.0642895
0.69,135.8753345,1500,145,0.87,33666666,206.134632
0.69,135.8753345,1500,145,0.87,50000000,230.0436257
0.69,135.8753345,1500,145,0.93,1000000,38.84130016
0.69,135.8753345,1500,145,0.93,17333333,159.0923998
0.69,135.8753345,1500,145,0.93,33666666,192.8356235
0.69,135.8753345,1500,145,0.93,50000000,215.2021015
0.69,135.8753345,1500,145,1,1000000,36.12240915
0.69,135.8753345,1500,145,1,17333333,147.9559319
0.69,135.8753345,1500,145,1,33666666,179.3371298
0.69,135.8753345,1500,145,1,50000000,200.1379544
0.69,135.8753345,1500,65,0.8,1000000,160.9241607
0.69,135.8753345,1500,267,0.8,17333333,79.64276356
0.69,135.8753345,1500,267,0.8,33666666,117.3709469
0.69,135.8753345,1500,267,0.8,50000000,139.0925007
0.69,135.8753345,1500,78,0.87,1000000,125.8434418
0.69,135.8753345,1500,267,0.87,17333333,73.23472512
0.69,135.8753345,1500,267,0.87,33666666,107.9273075
0.69,135.8753345,1500,267,0.87,50000000,127.90115
0.69,135.8753345,1500,89,0.93,1000000,103.1644273
0.69,135.8753345,1500,267,0.93,17333333,68.50990414
0.69,135.8753345,1500,267,0.93,33666666,100.9642554
0.69,135.8753345,1500,267,0.93,50000000,119.6494629
0.69,135.8753345,1500,67,1,1000000,125.469589
0.69,135.8753345,1500,267,1,17333333,63.71421085
0.69,135.8753345,1500,267,1,33666666,93.89675749
0.69,135.8753345,1500,267,1,50000000,111.2740005
0.69,135.8753345,1500,98,0.8,1000000,107.5466888
0.69,135.8753345,1500,98,0.8,17333333,254.4894909
0.69,135.8753345,1500,98,0.8,33666666,302.950996
0.69,135.8753345,1500,390,0.8,50000000,46.51537101
0.69,135.8753345,1500,98,0.87,1000000,98.89350697
0.69,135.8753345,1500,98,0.87,17333333,234.013325
0.69,135.8753345,1500,98,0.87,33666666,278.5756285
0.69,135.8753345,1500,390,0.87,50000000,42.77275495
0.69,135.8753345,1500,98,0.93,1000000,92.51328071
0.69,135.8753345,1500,98,0.93,17333333,218.9156911
0.69,135.8753345,1500,98,0.93,33666666,260.6030073
0.69,135.8753345,1500,390,0.93,50000000,40.01322237
0.69,135.8753345,1500,98,1,1000000,86.03735106
0.69,135.8753345,1500,98,1,17333333,203.5915927
0.69,135.8753345,1500,98,1,33666666,242.3607968
0.69,135.8753345,1500,390,1,50000000,37.21229681
0.69,135.8753345,2167,23,0.8,1000000,305.4211303
0.69,135.8753345,2167,23,0.8,17333333,616.5484171
0.69,135.8753345,2167,23,0.8,33666666,725.3275903
0.69,135.8753345,2167,23,0.8,50000000,798.9834576
0.69,135.8753345,2167,23,0.87,1000000,280.8470164
0.69,135.8753345,2167,23,0.87,17333333,566.9410732
0.69,135.8753345,2167,23,0.87,33666666,666.9678991
0.69,135.8753345,2167,23,0.87,50000000,734.6974322
0.69,135.8753345,2167,23,0.93,1000000,262.727854
0.69,135.8753345,2167,23,0.93,17333333,530.3642298
0.69,135.8753345,2167,23,0.93,33666666,623.9377121
0.69,135.8753345,2167,23,0.93,50000000,687.2975979
0.69,135.8753345,2167,23,1,1000000,244.3369042
0.69,135.8753345,2167,23,1,17333333,493.2387337
0.69,135.8753345,2167,23,1,33666666,580.2620722
0.69,135.8753345,2167,23,1,50000000,639.1867661
0.69,135.8753345,2167,145,0.8,1000000,39.94209464
0.69,135.8753345,2167,145,0.8,17333333,163.6012097
0.69,135.8753345,2167,145,0.8,33666666,198.3007441
0.69,135.8753345,2167,145,0.8,50000000,221.3011065
0.69,135.8753345,2167,145,0.87,1000000,36.72836289
0.69,135.8753345,2167,145,0.87,17333333,150.4378939
0.69,135.8753345,2167,145,0.87,33666666,182.3455118
0.69,135.8753345,2167,145,0.87,50000000,203.4952704
0.69,135.8753345,2167,145,0.93,1000000,34.35879109
0.69,135.8753345,2167,145,0.93,17333333,140.7322234
0.69,135.8753345,2167,145,0.93,33666666,170.5812852
0.69,135.8753345,2167,145,0.93,50000000,190.3665432
0.69,135.8753345,2167,145,1,1000000,31.95367571
0.69,135.8753345,2167,145,1,17333333,130.8809677
0.69,135.8753345,2167,145,1,33666666,158.6405953
0.69,135.8753345,2167,145,1,50000000,177.0408852
0.69,135.8753345,2167,58,0.8,1000000,156.3052805
0.69,135.8753345,2167,267,0.8,17333333,70.45153133
0.69,135.8753345,2167,267,0.8,33666666,103.8256656
0.69,135.8753345,2167,267,0.8,50000000,123.0404274
0.69,135.8753345,2167,65,0.87,1000000,130.898932
0.69,135.8753345,2167,267,0.87,17333333,64.78301731
0.69,135.8753345,2167,267,0.87,33666666,95.47187644
0.69,135.8753345,2167,267,0.87,50000000,113.1406229
0.69,135.8753345,2167,78,0.93,1000000,104.1384257
0.69,135.8753345,2167,267,0.93,17333333,60.60346781
0.69,135.8753345,2167,267,0.93,33666666,89.31240054
0.69,135.8753345,2167,267,0.93,50000000,105.8412279
0.69,135.8753345,2167,56,1,1000000,128.5851455
0.69,135.8753345,2167,267,1,17333333,56.36122506
0.69,135.8753345,2167,267,1,33666666,83.0605325
0.69,135.8753345,2167,267,1,50000000,98.43234192
0.69,135.8753345,2167,98,0.8,1000000,95.13518338
0.69,135.8753345,2167,98,0.8,17333333,225.1199423
0.69,135.8753345,2167,98,0.8,33666666,267.9887115
0.69,135.8753345,2167,390,0.8,50000000,41.1472301
0.69,135.8753345,2167,98,0.87,1000000,87.4806284
0.69,135.8753345,2167,98,0.87,17333333,207.0068435
0.69,135.8753345,2167,98,0.87,33666666,246.4264013
0.69,135.8753345,2167,390,0.87,50000000,37.83653342
0.69,135.8753345,2167,98,0.93,1000000,81.83671689
0.69,135.8753345,2167,98,0.93,17333333,193.6515633
0.69,135.8753345,2167,98,0.93,33666666,230.5279238
0.69,135.8753345,2167,390,0.93,50000000,35.39546675
0.69,135.8753345,2167,87,1,1000000,86.9279055
0.69,135.8753345,2167,89,1,17333333,193.5713551
0.69,135.8753345,2167,88,1,33666666,231.7675661
0.69,135.8753345,2167,390,1,50000000,32.91778408
0.69,135.8753345,2834,23,0.8,1000000,279.287888
0.69,135.8753345,2834,23,0.8,17333333,563.7936874
0.69,135.8753345,2834,23,0.8,33666666,663.2652122
0.69,135.8753345,2834,23,0.8,50000000,730.6187433
0.69,135.8753345,2834,23,0.87,1000000,256.8164487
0.69,135.8753345,2834,23,0.87,17333333,518.4309769
0.69,135.8753345,2834,23,0.87,33666666,609.8990457
0.69,135.8753345,2834,23,0.87,50000000,671.8333272
0.69,135.8753345,2834,23,0.93,1000000,240.2476456
0.69,135.8753345,2834,23,0.93,17333333,484.9838171
0.69,135.8753345,2834,23,0.93,33666666,570.5507201
0.69,135.8753345,2834,23,0.93,50000000,628.4892416
0.69,135.8753345,2834,23,1,1000000,223.4303104
0.69,135.8753345,2834,23,1,17333333,451.0349499
0.69,135.8753345,2834,23,1,33666666,530.6121697
0.69,135.8753345,2834,23,1,50000000,584.4949947
0.69,135.8753345,2834,145,0.8,1000000,36.52446458
0.69,135.8753345,2834,145,0.8,17333333,149.6027347
0.69,135.8753345,2834,145,0.8,33666666,181.3332167
0.69,135.8753345,2834,145,0.8,50000000,202.3655619
0.69,135.8753345,2834,145,0.87,1000000,33.58571455
0.69,135.8753345,2834,145,0.87,17333333,137.565733
0.69,135.8753345,2834,145,0.87,33666666,166.7431878
0.69,135.8753345,2834,145,0.87,50000000,186.0832753
0.69,135.8753345,2834,145,0.93,1000000,31.41889426
0.69,135.8753345,2834,145,0.93,17333333,128.6905245
0.69,135.8753345,2834,145,0.93,33666666,155.9855627
0.69,135.8753345,2834,145,0.93,50000000,174.0779027
0.69,135.8753345,2834,145,1,1000000,29.21957166
0.69,135.8753345,2834,145,1,17333333,119.6821877
0.69,135.8753345,2834,145,1,33666666,145.0665733
0.69,135.8753345,2834,145,1,50000000,161.8924495
0.69,135.8753345,2834,123,0.8,1000000,61.67377639
0.69,135.8753345,2834,267,0.8,17333333,64.42337297
0.69,135.8753345,2834,267,0.8,33666666,94.94186222
0.69,135.8753345,2834,267,0.8,50000000,112.5125202
0.69,135.8753345,2834,122,0.87,1000000,57.63348514
0.69,135.8753345,2834,267,0.87,17333333,59.23988319
0.69,135.8753345,2834,267,0.87,33666666,87.30286181
0.69,135.8753345,2834,267,0.87,50000000,103.4597887
0.69,135.8753345,2834,123,0.93,1000000,53.05271088
0.69,135.8753345,2834,267,0.93,17333333,55.41795524
0.69,135.8753345,2834,267,0.93,33666666,81.67041912
0.69,135.8753345,2834,267,0.93,50000000,96.78496365
0.69,135.8753345,2834,123,1,1000000,49.33902112
0.69,135.8753345,2834,267,1,17333333,51.53869838
0.69,135.8753345,2834,267,1,33666666,75.95348978
0.69,135.8753345,2834,267,1,50000000,90.0100162
0.69,135.8753345,2834,135,0.8,1000000,49.09545323
0.69,135.8753345,2834,134,0.8,17333333,160.283445
0.69,135.8753345,2834,136,0.8,33666666,190.9914975
0.69,135.8753345,2834,390,0.8,50000000,37.62648308
0.69,135.8753345,2834,123,0.87,1000000,56.71151852
0.69,135.8753345,2834,124,0.87,17333333,157.2859222
0.69,135.8753345,2834,125,0.87,33666666,187.6842324
0.69,135.8753345,2834,390,0.87,50000000,34.5990649
0.69,135.8753345,2834,145,0.93,1000000,31.41889426
0.69,135.8753345,2834,156,0.93,17333333,120.3361621
0.69,135.8753345,2834,158,0.93,33666666,145.1604839
0.69,135.8753345,2834,390,0.93,50000000,32.36686716
0.69,135.8753345,2834,123,1,1000000,49.33902112
0.69,135.8753345,2834,124,1,17333333,136.8387523
0.69,135.8753345,2834,125,1,33666666,163.2852822
0.69,135.8753345,2834,390,1,50000000,30.10118646
0.69,135.8753345,3500,23,0.8,1000000,260.3131069
0.69,135.8753345,3500,23,0.8,17333333,525.4896212
0.69,135.8753345,3500,23,0.8,33666666,618.2030641
0.69,135.8753345,3500,23,0.8,50000000,680.9806055
0.69,135.8753345,3500,23,0.87,1000000,239.3683742
0.69,135.8753345,3500,23,0.87,17333333,483.208847
0.69,135.8753345,3500,23,0.87,33666666,568.4625877
0.69,135.8753345,3500,23,0.87,50000000,626.1890625
0.69,135.8753345,3500,23,0.93,1000000,223.9252533
0.69,135.8753345,3500,23,0.93,17333333,452.0340827
0.69,135.8753345,3500,23,0.93,33666666,531.787582
0.69,135.8753345,3500,23,0.93,50000000,585.7897682
0.69,135.8753345,3500,23,1,1000000,208.2504856
0.69,135.8753345,3500,23,1,17333333,420.3916969
0.69,135.8753345,3500,23,1,33666666,494.5624513
0.69,135.8753345,3500,23,1,50000000,544.7844844
0.69,135.8753345,3500,145,0.8,1000000,34.04299743
0.69,135.8753345,3500,145,0.8,17333333,139.4387453
0.69,135.8753345,3500,145,0.8,33666666,169.0134627
0.69,135.8753345,3500,145,0.8,50000000,188.6168732
0.69,135.8753345,3500,145,0.87,1000000,31.30390569
0.69,135.8753345,3500,145,0.87,17333333,128.2195359
0.69,135.8753345,3500,145,0.87,33666666,155.4146783
0.69,135.8753345,3500,145,0.87,50000000,173.4408029
0.69,135.8753345,3500,145,0.93,1000000,29.28429887
0.69,135.8753345,3500,145,0.93,17333333,119.9473078
0.69,135.8753345,3500,145,0.93,33666666,145.3879249
0.69,135.8753345,3500,145,0.93,50000000,162.2510737
0.69,135.8753345,3500,145,1,1000000,27.23439795
0.69,135.8753345,3500,145,1,17333333,111.5509962
0.69,135.8753345,3500,145,1,33666666,135.2107701
0.69,135.8753345,3500,145,1,50000000,150.8934986
0.69,135.8753345,3500,122,0.8,1000000,58.41818799
0.69,135.8753345,3500,267,0.8,17333333,60.04645779
0.69,135.8753345,3500,267,0.8,33666666,88.49152505
0.69,135.8753345,3500,267,0.8,50000000,104.868435
0.69,135.8753345,3500,123,0.87,1000000,52.85854569
0.69,135.8753345,3500,267,0.87,17333333,55.2151336
0.69,135.8753345,3500,267,0.87,33666666,81.37151729
0.69,135.8753345,3500,267,0.87,50000000,96.43074479
0.69,135.8753345,3500,124,0.93,1000000,48.64135355
0.69,135.8753345,3500,267,0.93,17333333,51.65286692
0.69,135.8753345,3500,267,0.93,33666666,76.12174198
0.69,135.8753345,3500,267,0.93,50000000,90.20940642
0.69,135.8753345,3500,125,1,1000000,44.48259289
0.69,135.8753345,3500,267,1,17333333,48.03716623
0.69,135.8753345,3500,267,1,33666666,70.79322004
0.69,135.8753345,3500,267,1,50000000,83.89474797
0.69,135.8753345,3500,145,0.8,1000000,34.04299743
0.69,135.8753345,3500,143,0.8,17333333,141.1754381
0.69,135.8753345,3500,142,0.8,33666666,171.9254387
0.69,135.8753345,3500,390,0.8,50000000,35.07014495
0.69,135.8753345,3500,146,0.87,1000000,30.01092787
0.69,135.8753345,3500,147,0.87,17333333,126.6498922
0.69,135.8753345,3500,148,0.87,33666666,152.8123289
0.69,135.8753345,3500,390,0.87,50000000,32.24840914
0.69,135.8753345,3500,145,0.93,1000000,29.28429887
0.69,135.8753345,3500,143,0.93,17333333,121.4412371
0.69,135.8753345,3500,142,0.93,33666666,147.8928505
0.69,135.8753345,3500,390,0.93,50000000,30.16786662
0.69,135.8753345,3500,146,1,1000000,26.10950725
0.69,135.8753345,3500,148,1,17333333,109.5112177
0.69,135.8753345,3500,149,1,33666666,132.2059585
0.69,135.8753345,3500,390,1,50000000,28.05611596
0.8,126.1886163,1500,23,0.8,1000000,345.7108064
0.8,126.1886163,1500,23,0.8,17333333,697.2040374
0.8,126.1886163,1500,23,0.8,33666666,820.1417776
0.8,126.1886163,1500,23,0.8,50000000,903.3897042
0.8,126.1886163,1500,23,0.87,1000000,317.8949944
0.8,126.1886163,1500,23,0.87,17333333,641.1071609
0.8,126.1886163,1500,23,0.87,33666666,754.1533587
0.8,126.1886163,1500,23,0.87,50000000,830.7031763
0.8,126.1886163,1500,23,0.93,1000000,297.3856399
0.8,126.1886163,1500,23,0.93,17333333,599.7454085
0.8,126.1886163,1500,23,0.93,33666666,705.4983033
0.8,126.1886163,1500,23,0.93,50000000,777.109423
0.8,126.1886163,1500,23,1,1000000,276.5686451
0.8,126.1886163,1500,23,1,17333333,557.7632299
0.8,126.1886163,1500,23,1,33666666,656.1134221
0.8,126.1886163,1500,23,1,50000000,722.7117634
0.8,126.1886163,1500,145,0.8,1000000,58.21654026
0.8,126.1886163,1500,145,0.8,17333333,187.8210471
0.8,126.1886163,1500,145,0.8,33666666,226.5309554
0.8,126.1886163,1500,145,0.8,50000000,252.2815953
0.8,126.1886163,1500,145,0.87,1000000,53.53245082
0.8,126.1886163,1500,145,0.87,17333333,172.7090088
0.8,126.1886163,1500,145,0.87,33666666,208.3043268
0.8,126.1886163,1500,145,0.87,50000000,231.9830762
0.8,126.1886163,1500,145,0.93,1000000,50.07874431
0.8,126.1886163,1500,145,0.93,17333333,161.5664921
0.8,126.1886163,1500,145,0.93,33666666,194.865338
0.8,126.1886163,1500,145,0.93,50000000,217.0164261
0.8,126.1886163,1500,145,1,1000000,46.57323221
0.8,126.1886163,1500,145,1,17333333,150.2568377
0.8,126.1886163,1500,145,1,33666666,181.2247643
0.8,126.1886163,1500,145,1,50000000,201.8252763
0.8,126.1886163,1500,125,0.8,1000000,80.67767328
0.8,126.1886163,1500,267,0.8,17333333,90.47331335
0.8,126.1886163,1500,267,0.8,33666666,124.4489969
0.8,126.1886163,1500,267,0.8,50000000,144.9851897
0.8,126.1886163,1500,123,0.87,1000000,76.18224069
0.8,126.1886163,1500,267,0.87,17333333,83.19385135
0.8,126.1886163,1500,267,0.87,33666666,114.4358593
0.8,126.1886163,1500,267,0.87,50000000,133.3197147
0.8,126.1886163,1500,134,0.93,1000000,60.95484148
0.8,126.1886163,1500,267,0.93,17333333,77.82650611
0.8,126.1886163,1500,267,0.93,33666666,107.0529006
0.8,126.1886163,1500,267,0.93,50000000,124.7184428
0.8,126.1886163,1500,121,1,1000000,68.0185005
0.8,126.1886163,1500,267,1,17333333,72.37865068
0.8,126.1886163,1500,267,1,33666666,99.55919755
0.8,126.1886163,1500,267,1,50000000,115.9881518
0.8,126.1886163,1500,156,0.8,1000000,43.19051455
0.8,126.1886163,1500,157,0.8,17333333,175.1727287
0.8,126.1886163,1500,390,0.8,33666666,27.43502751
0.8,126.1886163,1500,390,0.8,50000000,70.8055251
0.8,126.1886163,1500,145,0.87,1000000,53.53245082
0.8,126.1886163,1500,143,0.87,17333333,174.7690364
0.8,126.1886163,1500,390,0.87,33666666,25.2276115
0.8,126.1886163,1500,390,0.87,50000000,65.10852883
0.8,126.1886163,1500,154,0.93,1000000,39.8023592
0.8,126.1886163,1500,153,0.93,17333333,154.1913763
0.8,126.1886163,1500,390,0.93,33666666,23.60002366
0.8,126.1886163,1500,390,0.93,50000000,60.90797858
0.8,126.1886163,1500,125,1,1000000,64.54213862
0.8,126.1886163,1500,123,1,17333333,172.0755059
0.8,126.1886163,1500,390,1,33666666,21.94802201
0.8,126.1886163,1500,390,1,50000000,56.64442008
0.8,126.1886163,2167,23,0.8,1000000,305.8137942
0.8,126.1886163,2167,23,0.8,17333333,616.7426881
0.8,126.1886163,2167,23,0.8,33666666,725.4927071
0.8,126.1886163,2167,23,0.8,50000000,799.133345
0.8,126.1886163,2167,23,0.87,1000000,281.2080866
0.8,126.1886163,2167,23,0.87,17333333,567.1197132
0.8,126.1886163,2167,23,0.87,33666666,667.1197307
0.8,126.1886163,2167,23,0.87,50000000,734.8352597
0.8,126.1886163,2167,23,0.93,1000000,263.0656294
0.8,126.1886163,2167,23,0.93,17333333,530.5313446
0.8,126.1886163,2167,23,0.93,33666666,624.079748
0.8,126.1886163,2167,23,0.93,50000000,687.4265333
0.8,126.1886163,2167,23,1,1000000,244.6510354
0.8,126.1886163,2167,23,1,17333333,493.3941504
0.8,126.1886163,2167,23,1,33666666,580.3941657
0.8,126.1886163,2167,23,1,50000000,639.306676
0.8,126.1886163,2167,145,0.8,1000000,51.49801723
0.8,126.1886163,2167,145,0.8,17333333,166.1454198
0.8,126.1886163,2167,145,0.8,33666666,200.3879824
0.8,126.1886163,2167,145,0.8,50000000,223.1668506
0.8,126.1886163,2167,145,0.87,1000000,47.3544986
0.8,126.1886163,2167,145,0.87,17333333,152.7773975
0.8,126.1886163,2167,145,0.87,33666666,184.2648114
0.8,126.1886163,2167,145,0.87,50000000,205.2108971
0.8,126.1886163,2167,145,0.93,1000000,44.29936966
0.8,126.1886163,2167,145,0.93,17333333,142.9207912
0.8,126.1886163,2167,145,0.93,33666666,172.376759
0.8,126.1886163,2167,145,0.93,50000000,191.9714844
0.8,126.1886163,2167,145,1,1000000,41.19841378
0.8,126.1886163,2167,145,1,17333333,132.9163358
0.8,126.1886163,2167,145,1,33666666,160.3103859
0.8,126.1886163,2167,145,1,50000000,178.5334805
0.8,126.1886163,2167,125,0.8,1000000,71.36700652
0.8,126.1886163,2167,267,0.8,17333333,80.03217348
0.8,126.1886163,2167,267,0.8,33666666,110.0868681
0.8,126.1886163,2167,267,0.8,50000000,128.2530663
0.8,126.1886163,2167,123,0.87,1000000,67.39037266
0.8,126.1886163,2167,267,0.87,17333333,73.5928032
0.8,126.1886163,2167,267,0.87,33666666,101.229304
0.8,126.1886163,2167,267,0.87,50000000,117.9338541
0.8,126.1886163,2167,122,0.93,1000000,63.86951653
0.8,126.1886163,2167,267,0.93,17333333,68.84488041
0.8,126.1886163,2167,267,0.93,33666666,94.69838115
0.8,126.1886163,2167,267,0.93,50000000,110.3252183
0.8,126.1886163,2167,132,1,1000000,51.70292265
0.8,126.1886163,2167,267,1,17333333,64.02573878
0.8,126.1886163,2167,267,1,33666666,88.06949447
0.8,126.1886163,2167,267,1,50000000,102.6024531
0.8,126.1886163,2167,142,0.8,1000000,54.66361566
0.8,126.1886163,2167,125,0.8,17333333,187.8376601
0.8,126.1886163,2167,390,0.8,33666666,24.2688678
0.8,126.1886163,2167,390,0.8,50000000,62.63416093
0.8,126.1886163,2167,156,0.87,1000000,35.13202866
0.8,126.1886163,2167,155,0.87,17333333,144.1327941
0.8,126.1886163,2167,390,0.87,33666666,22.31620028
0.8,126.1886163,2167,390,0.87,50000000,57.59463074
0.8,126.1886163,2167,165,0.93,1000000,17.27470238
0.8,126.1886163,2167,168,0.93,17333333,125.2474679
0.8,126.1886163,2167,390,0.93,33666666,20.87644542
0.8,126.1886163,2167,390,0.93,50000000,53.87884811
0.8,126.1886163,2167,135,1,1000000,49.36234966
0.8,126.1886163,2167,138,1,17333333,138.5978774
0.8,126.1886163,2167,390,1,33666666,19.41509424
0.8,126.1886163,2167,390,1,50000000,50.10732875
0.8,126.1886163,2834,23,0.8,1000000,279.6469538
0.8,126.1886163,2834,23,0.8,17333333,563.9713356
0.8,126.1886163,2834,23,0.8,33666666,663.4162008
0.8,126.1886163,2834,23,0.8,50000000,730.7558057
0.8,126.1886163,2834,23,0.87,1000000,257.1466242
0.8,126.1886163,2834,23,0.87,17333333,518.5943316
0.8,126.1886163,2834,23,0.87,33666666,610.0378858
0.8,126.1886163,2834,23,0.87,50000000,671.9593615
0.8,126.1886163,2834,23,0.93,1000000,240.5565194
0.8,126.1886163,2834,23,0.93,17333333,485.1366328
0.8,126.1886163,2834,23,0.93,33666666,570.6806029
0.8,126.1886163,2834,23,0.93,50000000,628.6071447
0.8,126.1886163,2834,23,1,1000000,223.717563
0.8,126.1886163,2834,23,1,17333333,451.1770685
0.8,126.1886163,2834,23,1,33666666,530.7329607
0.8,126.1886163,2834,23,1,50000000,584.6046445
0.8,126.1886163,2834,145,0.8,1000000,47.09160906
0.8,126.1886163,2834,145,0.8,17333333,151.9292504
0.8,126.1886163,2834,145,0.8,33666666,183.2418612
0.8,126.1886163,2834,145,0.8,50000000,204.0716643
0.8,126.1886163,2834,145,0.87,1000000,43.30262902
0.8,126.1886163,2834,145,0.87,17333333,139.7050579
0.8,126.1886163,2834,145,0.87,33666666,168.4982632
0.8,126.1886163,2834,145,0.87,50000000,187.6521051
0.8,126.1886163,2834,145,0.93,1000000,40.50891102
0.8,126.1886163,2834,145,0.93,17333333,130.6918283
0.8,126.1886163,2834,145,0.93,33666666,157.6274075
0.8,126.1886163,2834,145,0.93,50000000,175.5455177
0.8,126.1886163,2834,145,1,1000000,37.67328725
0.8,126.1886163,2834,145,1,17333333,121.5434003
0.8,126.1886163,2834,145,1,33666666,146.593489
0.8,126.1886163,2834,145,1,50000000,163.2573314
0.8,126.1886163,2834,134,0.8,1000000,57.31896047
0.8,126.1886163,2834,267,0.8,17333333,73.18425113
0.8,126.1886163,2834,267,0.8,33666666,100.6673273
0.8,126.1886163,2834,267,0.8,50000000,117.2791417
0.8,126.1886163,2834,132,0.87,1000000,54.34365728
0.8,126.1886163,2834,267,0.87,17333333,67.29586311
0.8,126.1886163,2834,267,0.87,33666666,92.56765727
0.8,126.1886163,2834,267,0.87,50000000,107.8428889
0.8,126.1886163,2834,132,0.93,1000000,50.83761487
0.8,126.1886163,2834,267,0.93,17333333,62.95419452
0.8,126.1886163,2834,267,0.93,33666666,86.59555035
0.8,126.1886163,2834,267,0.93,50000000,100.8852832
0.8,126.1886163,2834,145,1,1000000,37.67328725
0.8,126.1886163,2834,267,1,17333333,58.54740091
0.8,126.1886163,2834,267,1,33666666,80.53386183
0.8,126.1886163,2834,267,1,50000000,93.82331336
0.8,126.1886163,2834,162,0.8,1000000,25.6778217
0.8,126.1886163,2834,178,0.8,17333333,125.9159382
0.8,126.1886163,2834,390,0.8,33666666,22.1923114
0.8,126.1886163,2834,390,0.8,50000000,57.27489288
0.8,126.1886163,2834,134,0.87,1000000,52.70709009
0.8,126.1886163,2834,135,0.87,17333333,148.3624337
0.8,126.1886163,2834,390,0.87,33666666,20.40672313
0.8,126.1886163,2834,390,0.87,50000000,52.66656817
0.8,126.1886163,2834,142,0.93,1000000,42.99900582
0.8,126.1886163,2834,143,0.93,17333333,132.250686
0.8,126.1886163,2834,390,0.93,33666666,19.09016034
0.8,126.1886163,2834,390,0.93,50000000,49.26872506
0.8,126.1886163,2834,145,1,1000000,37.67328725
0.8,126.1886163,2834,135,1,17333333,129.0753173
0.8,126.1886163,2834,390,1,33666666,17.75384912
0.8,126.1886163,2834,390,1,50000000,45.81991431
0.8,126.1886163,3500,23,0.8,1000000,260.6477779
0.8,126.1886163,3500,23,0.8,17333333,525.6552
0.8,126.1886163,3500,23,0.8,33666666,618.3437946
0.8,126.1886163,3500,23,0.8,50000000,681.1083559
0.8,126.1886163,3500,23,0.87,1000000,239.6761176
0.8,126.1886163,3500,23,0.87,17333333,483.3611034
0.8,126.1886163,3500,23,0.87,33666666,568.591995
0.8,126.1886163,3500,23,0.87,50000000,626.3065341
0.8,126.1886163,3500,23,0.93,1000000,224.2131422
0.8,126.1886163,3500,23,0.93,17333333,452.1765161
0.8,126.1886163,3500,23,0.93,33666666,531.9086405
0.8,126.1886163,3500,23,0.93,50000000,585.8996609
0.8,126.1886163,3500,23,1,1000000,208.5182223
0.8,126.1886163,3500,23,1,17333333,420.52416
0.8,126.1886163,3500,23,1,33666666,494.6750357
0.8,126.1886163,3500,23,1,50000000,544.8866847
0.8,126.1886163,3500,145,0.8,1000000,43.89221156
0.8,126.1886163,3500,145,0.8,17333333,141.6071979
0.8,126.1886163,3500,145,0.8,33666666,170.7924342
0.8,126.1886163,3500,145,0.8,50000000,190.2070632
0.8,126.1886163,3500,145,0.87,1000000,40.36065431
